ID,Full Name,Gender,Date of Birth,Checkout Date,Purpose,SOURCE,Overall Experience,NPS RATING,NPS CATEGORY,Feedback,Feedback Category,Rating,Rating Range
1536,Guest 01536,Male,28-08-1972,18-01-2020,Business,Organization,5,9,Promoters,Gym,Facility,Very good,4
1537,Guest 01537,Male,11-06-1988,26-10-2020,Vacation,Search engine,4,6,Detractors,Staff attitude,Staff,Average,2
1538,Guest 01538,Female,30-12-2000,18-01-2021,Vacation,News paper,4,5,Detractors,Check-in Process,Staff,Average,2
1539,Guest 01539,Female,15-02-1959,18-11-2020,Vacation,Television advertisement,5,6,Detractors,Room service,Room,Good,3
1540,Guest 01540,Male,11-03-2003,26-07-2020,Business,Search engine,3,8,Passives,Room cleanliness,Room,Very good,4
1541,Guest 01541,Male,01-02-1973,21-02-2021,Business,Organization,5,9,Promoters,Food quality,Restaurant,Very good,4
1542,Guest 01542,Female,31-03-1987,24-04-2021,Vacation,Internet advertisement,5,8,Passives,Variety of food,Restaurant,Average,2
1543,Guest 01543,Male,06-11-1992,07-07-2022,Vacation,Organization,5,8,Passives,Broadband & TV,Facility,Average,2
1544,Guest 01544,Female,11-05-1952,10-02-2020,Business,Organization,3,7,Passives,Gym,Facility,Average,2
1545,Guest 01545,Female,18-08-1951,02-05-2021,Business,Organization,5,8,Passives,Staff attitude,Staff,Good,3
1546,Guest 01546,Male,21-01-2000,04-04-2021,Vacation,Internet advertisement,4,9,Promoters,Check-in Process,Staff,Very good,4
1547,Guest 01547,Male,20-04-1954,03-03-2021,Business,Organization,5,4,Detractors,Room service,Room,Average,2
1548,Guest 01548,Male,30-03-1978,25-01-2020,Vacation,hotel booking sites,4,3,Detractors,Room cleanliness,Room,Excellent,5
1549,Guest 01549,Male,10-08-1970,08-12-2020,Vacation,hotel booking sites,2,9,Promoters,Food quality,Restaurant,Good,3
1550,Guest 01550,Male,14-07-1959,11-09-2021,Other,hotel booking sites,4,9,Promoters,Variety of food,Restaurant,Average,2
1551,Guest 01551,Female,11-04-1961,17-07-2020,Business,Organization,5,9,Promoters,Broadband & TV,Facility,Good,3
1552,Guest 01552,Male,03-04-1960,22-11-2021,Vacation,Word of mouth,3,9,Promoters,Gym,Facility,Good,3
1553,Guest 01553,Female,11-07-1984,06-02-2021,Business,Organization,1,5,Detractors,Staff attitude,Staff,Good,3
1554,Guest 01554,Female,17-03-1975,19-10-2021,Other,News paper,5,8,Passives,Check-in Process,Staff,Excellent,5
1555,Guest 01555,Female,19-11-1987,26-08-2021,Vacation,Internet advertisement,5,9,Promoters,Room service,Room,Very good,4
1556,Guest 01556,Female,22-03-1993,16-04-2021,Other,hotel booking sites,5,9,Promoters,Room cleanliness,Room,Good,3
1557,Guest 01557,Male,19-02-1970,17-01-2021,Business,Organization,4,9,Promoters,Food quality,Restaurant,Very good,4
1558,Guest 01558,Female,25-08-1998,01-05-2020,Vacation,Internet advertisement,3,9,Promoters,Variety of food,Restaurant,Very good,4
1559,Guest 01559,Male,23-11-1994,10-12-2020,Vacation,Internet advertisement,4,9,Promoters,Broadband & TV,Facility,Poor,1
1560,Guest 01560,Female,14-03-1980,24-11-2021,Business,Organization,1,8,Passives,Gym,Facility,Average,2
1561,Guest 01561,Male,11-01-1973,08-01-2021,Business,Organization,2,8,Passives,Staff attitude,Staff,Very good,4
1562,Guest 01562,Male,13-03-1976,13-12-2020,Business,Organization,4,7,Passives,Check-in Process,Staff,Very good,4
1563,Guest 01563,Female,22-08-1995,07-09-2022,Business,Organization,4,8,Passives,Room service,Room,Very good,4
1564,Guest 01564,Male,14-09-1986,08-09-2022,Business,hotel booking sites,5,9,Promoters,Room cleanliness,Room,Very good,4
1565,Guest 01565,Male,25-06-1951,10-07-2020,Vacation,Search engine,4,4,Detractors,Food quality,Restaurant,Good,3
1566,Guest 01566,Male,08-02-1994,13-09-2022,Vacation,hotel booking sites,5,3,Detractors,Variety of food,Restaurant,Poor,1
1567,Guest 01567,Male,17-08-1965,25-04-2020,Business,Organization,5,8,Passives,Broadband & TV,Facility,Poor,1
1568,Guest 01568,Male,02-05-1964,10-01-2021,Vacation,hotel booking sites,4,9,Promoters,Gym,Facility,Good,3
1569,Guest 01569,Female,09-09-1970,25-03-2021,Function,Word of mouth,2,3,Detractors,Staff attitude,Staff,Good,3
1570,Guest 01570,Female,02-02-1963,15-12-2020,Function,Word of mouth,4,10,Promoters,Check-in Process,Staff,Good,3
1571,Guest 01571,Male,07-05-1964,28-04-2021,Vacation,Search engine,2,7,Passives,Room service,Room,Excellent,5
1572,Guest 01572,Male,01-09-1954,02-07-2022,Business,Organization,5,9,Promoters,Room cleanliness,Room,Excellent,5
1573,Guest 01573,Male,20-10-1999,18-12-2021,Function,Television advertisement,3,9,Promoters,Food quality,Restaurant,Excellent,5
1574,Guest 01574,Male,29-09-1975,11-12-2022,Vacation,Internet advertisement,5,9,Promoters,Variety of food,Restaurant,Average,2
1575,Guest 01575,Male,24-07-1985,28-09-2021,Business,Internet advertisement,5,9,Promoters,Broadband & TV,Facility,Average,2
1576,Guest 01576,Female,03-07-1990,19-09-2022,Function,News paper,5,6,Detractors,Gym,Facility,Good,3
1577,Guest 01577,Male,18-12-1998,11-10-2021,Vacation,Organization,5,7,Passives,Staff attitude,Staff,Good,3
1578,Guest 01578,Female,12-05-1952,13-05-2021,Vacation,Word of mouth,3,8,Passives,Check-in Process,Staff,Very good,4
1579,Guest 01579,Male,15-08-1990,17-06-2020,Business,Organization,5,4,Detractors,Room service,Room,Excellent,5
1580,Guest 01580,Male,30-11-1994,08-04-2021,Other,hotel booking sites,3,8,Passives,Room cleanliness,Room,Very good,4
1581,Guest 01581,Male,18-01-1990,24-01-2020,Vacation,News paper,5,9,Promoters,Food quality,Restaurant,Poor,1
1582,Guest 01582,Male,19-07-1991,08-02-2021,Vacation,Search engine,1,9,Promoters,Variety of food,Restaurant,Average,2
1583,Guest 01583,Male,13-05-1974,09-08-2022,Business,Organization,5,7,Passives,Broadband & TV,Facility,Good,3
1584,Guest 01584,Male,16-09-1953,09-02-2022,Vacation,Internet advertisement,5,8,Passives,Gym,Facility,Average,2
1585,Guest 01585,Female,23-11-1961,13-10-2020,Function,Word of mouth,2,9,Promoters,Staff attitude,Staff,Good,3
1586,Guest 01586,Female,04-10-1988,05-04-2020,Function,News paper,5,9,Promoters,Check-in Process,Staff,Excellent,5
1587,Guest 01587,Female,28-02-1965,05-04-2020,Business,Organization,4,9,Promoters,Room service,Room,Very good,4
1588,Guest 01588,Female,16-11-2001,29-07-2022,Vacation,Word of mouth,5,6,Detractors,Room cleanliness,Room,Good,3
1589,Guest 01589,Female,24-10-1958,27-06-2022,Vacation,hotel booking sites,5,8,Passives,Food quality,Restaurant,Very good,4
1590,Guest 01590,Male,16-04-1956,02-03-2021,Business,Organization,1,6,Detractors,Variety of food,Restaurant,Average,2
1591,Guest 01591,Male,25-03-1956,14-08-2021,Vacation,Internet advertisement,5,9,Promoters,Broadband & TV,Facility,Good,3
1592,Guest 01592,Female,25-02-1980,06-09-2022,Function,Word of mouth,5,7,Passives,Gym,Facility,Average,2
1593,Guest 01593,Male,07-08-1999,20-02-2021,Function,Word of mouth,3,7,Passives,Staff attitude,Staff,Very good,4
1594,Guest 01594,Female,30-05-1993,01-01-2022,Business,Organization,3,8,Passives,Check-in Process,Staff,Excellent,5
1595,Guest 01595,Female,07-11-1987,09-08-2021,Vacation,hotel booking sites,5,10,Promoters,Room service,Room,Very good,4
1596,Guest 01596,Male,16-05-1989,25-03-2022,Function,Search engine,2,8,Passives,Room cleanliness,Room,Poor,1
1597,Guest 01597,Female,30-04-1976,01-05-2020,Vacation,Word of mouth,3,6,Detractors,Food quality,Restaurant,Very good,4
1598,Guest 01598,Male,15-09-1954,23-08-2022,Vacation,Internet advertisement,5,6,Detractors,Variety of food,Restaurant,Average,2
1599,Guest 01599,Female,19-09-2005,19-06-2020,Vacation,hotel booking sites,5,4,Detractors,Broadband & TV,Facility,Very good,4
1600,Guest 01600,Female,19-06-1960,09-10-2021,Function,Search engine,5,6,Detractors,Gym,Facility,Average,2
1601,Guest 01601,Male,04-07-1956,09-08-2022,Vacation,Internet advertisement,4,9,Promoters,Staff attitude,Staff,Very good,4
1602,Guest 01602,Female,23-02-1985,21-01-2021,Vacation,Word of mouth,3,8,Passives,Check-in Process,Staff,Excellent,5
1603,Guest 01603,Female,24-06-2002,10-12-2021,Vacation,hotel booking sites,5,6,Detractors,Room service,Room,Excellent,5
1604,Guest 01604,Female,12-11-1967,07-04-2020,Function,Word of mouth,1,7,Passives,Room cleanliness,Room,Average,2
1605,Guest 01605,Female,24-09-1999,30-04-2022,Vacation,Television advertisement,5,8,Passives,Food quality,Restaurant,Very good,4
1606,Guest 01606,Female,17-07-1958,25-05-2021,Other,hotel booking sites,5,8,Passives,Variety of food,Restaurant,Average,2
1607,Guest 01607,Male,08-08-1991,02-10-2022,Business,Word of mouth,4,8,Passives,Broadband & TV,Facility,Good,3
1608,Guest 01608,Male,07-01-1952,09-04-2021,Function,Word of mouth,4,8,Passives,Gym,Facility,Very good,4
1609,Guest 01609,Male,06-12-1994,10-11-2020,Vacation,Search engine,4,9,Promoters,Staff attitude,Staff,Excellent,5
1610,Guest 01610,Female,11-04-1955,07-01-2020,Vacation,Search engine,2,9,Promoters,Check-in Process,Staff,Excellent,5
1611,Guest 01611,Male,05-12-2006,22-05-2021,Business,Organization,4,9,Promoters,Room service,Room,Very good,4
1612,Guest 01612,Female,08-02-2006,26-11-2021,Vacation,Search engine,3,6,Detractors,Room cleanliness,Room,Very good,4
1613,Guest 01613,Male,12-05-1977,14-02-2020,Other,hotel booking sites,3,7,Passives,Food quality,Restaurant,Good,3
1614,Guest 01614,Male,13-04-1988,03-10-2021,Business,Organization,5,9,Promoters,Variety of food,Restaurant,Very good,4
1615,Guest 01615,Male,11-06-1964,30-04-2020,Function,Search engine,5,9,Promoters,Broadband & TV,Facility,Good,3
1616,Guest 01616,Female,24-06-1993,24-01-2021,Other,hotel booking sites,3,8,Passives,Gym,Facility,Very good,4
1617,Guest 01617,Male,05-11-1997,19-07-2021,Other,hotel booking sites,4,9,Promoters,Staff attitude,Staff,Good,3
1618,Guest 01618,Female,20-01-1953,25-01-2022,Function,News paper,4,9,Promoters,Check-in Process,Staff,Poor,1
1619,Guest 01619,Male,05-05-1991,26-04-2021,Business,Organization,3,8,Passives,Room service,Room,Good,3
1620,Guest 01620,Male,02-03-1961,03-11-2021,Business,Organization,4,10,Promoters,Room cleanliness,Room,Poor,1
1621,Guest 01621,Female,25-07-1987,24-07-2020,Business,Internet advertisement,5,9,Promoters,Food quality,Restaurant,Average,2
1622,Guest 01622,Female,16-05-1972,21-02-2020,Vacation,Search engine,4,9,Promoters,Variety of food,Restaurant,Average,2
1623,Guest 01623,Female,27-10-2000,26-02-2020,Business,Organization,5,9,Promoters,Broadband & TV,Facility,Excellent,5
1624,Guest 01624,Male,17-08-1978,03-05-2021,Other,hotel booking sites,5,9,Promoters,Gym,Facility,Excellent,5
1625,Guest 01625,Female,13-09-1969,28-08-2020,Function,hotel booking sites,2,9,Promoters,Staff attitude,Staff,Very good,4
1626,Guest 01626,Female,13-04-1983,02-02-2022,Business,Organization,5,4,Detractors,Check-in Process,Staff,Very good,4
1627,Guest 01627,Male,19-09-2002,23-11-2020,Vacation,Search engine,5,8,Passives,Room service,Room,Average,2
1628,Guest 01628,Male,09-08-1992,11-12-2021,Function,Internet advertisement,3,7,Passives,Room cleanliness,Room,Average,2
1629,Guest 01629,Male,08-03-2006,24-10-2021,Business,Organization,5,9,Promoters,Food quality,Restaurant,Average,2
1630,Guest 01630,Male,15-04-1998,15-03-2021,Business,Organization,5,4,Detractors,Variety of food,Restaurant,Average,2
1631,Guest 01631,Male,03-08-2006,30-04-2020,Vacation,Television advertisement,4,9,Promoters,Broadband & TV,Facility,Good,3
1632,Guest 01632,Male,05-05-1990,31-01-2021,Business,Organization,2,9,Promoters,Gym,Facility,Excellent,5
1633,Guest 01633,Male,23-06-2005,06-02-2020,Business,Search engine,4,6,Detractors,Staff attitude,Staff,Good,3
1634,Guest 01634,Male,15-09-1958,09-03-2022,Business,Organization,2,7,Passives,Check-in Process,Staff,Good,3
1635,Guest 01635,Male,05-10-1985,28-03-2020,Business,Organization,4,9,Promoters,Room service,Room,Average,2
1636,Guest 01636,Male,27-04-1990,27-09-2020,Function,Word of mouth,4,6,Detractors,Room cleanliness,Room,Very good,4
1637,Guest 01637,Male,09-03-1959,10-01-2021,Business,Organization,1,8,Passives,Food quality,Restaurant,Very good,4
1638,Guest 01638,Male,11-05-1955,06-05-2020,Vacation,Search engine,3,9,Promoters,Variety of food,Restaurant,Average,2
1639,Guest 01639,Male,23-06-2002,09-11-2020,Function,Word of mouth,4,6,Detractors,Broadband & TV,Facility,Very good,4
1640,Guest 01640,Male,19-09-1962,18-05-2020,Function,Word of mouth,5,10,Promoters,Gym,Facility,Excellent,5
1641,Guest 01641,Male,14-04-1973,10-07-2021,Function,Word of mouth,3,8,Passives,Staff attitude,Staff,Poor,1
1642,Guest 01642,Female,04-06-1980,12-12-2022,Vacation,Word of mouth,4,9,Promoters,Check-in Process,Staff,Average,2
1643,Guest 01643,Female,12-02-1976,20-05-2020,Business,Organization,3,5,Detractors,Room service,Room,Good,3
1644,Guest 01644,Male,19-05-1959,17-06-2022,Function,Word of mouth,5,5,Detractors,Room cleanliness,Room,Excellent,5
1645,Guest 01645,Male,12-09-1992,16-02-2020,Vacation,hotel booking sites,5,9,Promoters,Food quality,Restaurant,Poor,1
1646,Guest 01646,Female,26-02-2006,20-05-2021,Business,Organization,1,8,Passives,Variety of food,Restaurant,Average,2
1647,Guest 01647,Male,19-01-1955,23-10-2020,Business,Organization,1,6,Detractors,Broadband & TV,Facility,Average,2
1648,Guest 01648,Female,04-09-1975,02-12-2021,Business,Organization,4,7,Passives,Gym,Facility,Very good,4
1649,Guest 01649,Male,29-01-1994,30-06-2021,Business,hotel booking sites,5,10,Promoters,Staff attitude,Staff,Average,2
1650,Guest 01650,Male,18-04-2005,19-05-2021,Business,Organization,5,6,Detractors,Check-in Process,Staff,Average,2
1651,Guest 01651,Male,01-01-2006,08-06-2021,Function,Word of mouth,4,8,Passives,Room service,Room,Good,3
1652,Guest 01652,Female,29-04-1968,04-03-2021,Business,Organization,1,8,Passives,Room cleanliness,Room,Poor,1
1653,Guest 01653,Male,18-07-1991,12-12-2021,Function,Organization,5,8,Passives,Food quality,Restaurant,Excellent,5
1654,Guest 01654,Male,07-08-1958,14-05-2022,Other,Television advertisement,2,9,Promoters,Variety of food,Restaurant,Very good,4
1655,Guest 01655,Male,29-01-1979,03-04-2020,Business,Organization,3,9,Promoters,Broadband & TV,Facility,Poor,1
1656,Guest 01656,Female,14-03-1966,13-03-2020,Function,Television advertisement,2,9,Promoters,Gym,Facility,Good,3
1657,Guest 01657,Female,20-12-1996,22-08-2021,Other,hotel booking sites,5,10,Promoters,Staff attitude,Staff,Excellent,5
1658,Guest 01658,Female,08-03-1953,06-10-2020,Business,Organization,4,4,Detractors,Check-in Process,Staff,Excellent,5
1659,Guest 01659,Female,14-11-1951,21-02-2020,Business,Organization,4,7,Passives,Room service,Room,Very good,4
1660,Guest 01660,Female,04-12-1998,16-05-2021,Business,Organization,1,3,Detractors,Room cleanliness,Room,Very good,4
1661,Guest 01661,Female,14-07-2000,15-10-2021,Other,Search engine,4,7,Passives,Food quality,Restaurant,Good,3
1662,Guest 01662,Female,11-06-1973,27-11-2020,Vacation,Search engine,1,10,Promoters,Variety of food,Restaurant,Poor,1
1663,Guest 01663,Female,31-08-1994,06-09-2020,Business,Organization,3,8,Passives,Broadband & TV,Facility,Excellent,5
1664,Guest 01664,Male,22-09-1975,05-01-2022,Business,Organization,5,10,Promoters,Gym,Facility,Very good,4
1665,Guest 01665,Female,03-02-1976,18-12-2021,Vacation,Word of mouth,4,5,Detractors,Staff attitude,Staff,Average,2
1666,Guest 01666,Male,09-11-1966,15-10-2022,Business,Organization,1,3,Detractors,Check-in Process,Staff,Average,2
1667,Guest 01667,Male,07-03-1957,23-11-2020,Business,Word of mouth,5,9,Promoters,Room service,Room,Poor,1
1668,Guest 01668,Male,10-02-1957,18-11-2020,Business,Word of mouth,5,7,Passives,Room cleanliness,Room,Average,2
1669,Guest 01669,Male,10-02-1970,03-07-2021,Business,Organization,4,9,Promoters,Food quality,Restaurant,Poor,1
1670,Guest 01670,Female,14-07-1958,26-01-2022,Business,Organization,4,10,Promoters,Variety of food,Restaurant,Poor,1
1671,Guest 01671,Female,26-03-1994,03-07-2020,Other,Search engine,4,4,Detractors,Broadband & TV,Facility,Excellent,5
1672,Guest 01672,Female,21-11-2001,16-06-2022,Business,Organization,3,3,Detractors,Gym,Facility,Poor,1
1673,Guest 01673,Male,13-08-1953,04-07-2021,Business,Organization,3,9,Promoters,Staff attitude,Staff,Very good,4
1674,Guest 01674,Male,11-09-1968,03-02-2022,Business,Organization,5,7,Passives,Check-in Process,Staff,Excellent,5
1675,Guest 01675,Male,25-04-1952,29-03-2022,Function,Search engine,2,3,Detractors,Room service,Room,Very good,4
1676,Guest 01676,Male,02-04-1973,07-04-2022,Business,Organization,5,7,Passives,Room cleanliness,Room,Average,2
1677,Guest 01677,Male,28-06-1991,21-09-2022,Vacation,Television advertisement,5,9,Promoters,Food quality,Restaurant,Poor,1
1678,Guest 01678,Male,09-06-2003,29-06-2020,Business,Organization,5,4,Detractors,Variety of food,Restaurant,Poor,1
1679,Guest 01679,Male,22-02-1971,18-09-2022,Business,Organization,5,9,Promoters,Broadband & TV,Facility,Excellent,5
1680,Guest 01680,Male,08-12-1959,01-06-2022,Business,Internet advertisement,5,6,Detractors,Gym,Facility,Very good,4
1681,Guest 01681,Male,29-11-1975,21-04-2022,Vacation,Internet advertisement,1,10,Promoters,Staff attitude,Staff,Good,3
1682,Guest 01682,Male,06-05-2005,05-12-2021,Business,Organization,4,6,Detractors,Check-in Process,Staff,Excellent,5
1683,Guest 01683,Male,12-09-1975,03-11-2020,Business,Organization,1,9,Promoters,Room service,Room,Good,3
1684,Guest 01684,Male,20-01-1994,12-06-2021,Vacation,hotel booking sites,3,9,Promoters,Room cleanliness,Room,Average,2
1685,Guest 01685,Male,12-04-1969,12-12-2021,Vacation,Word of mouth,5,9,Promoters,Food quality,Restaurant,Excellent,5
1686,Guest 01686,Male,01-11-1980,27-01-2020,Function,Word of mouth,4,3,Detractors,Variety of food,Restaurant,Poor,1
1687,Guest 01687,Female,29-05-1969,15-10-2020,Function,Television advertisement,3,10,Promoters,Broadband & TV,Facility,Very good,4
1688,Guest 01688,Male,27-12-1988,01-10-2022,Business,Organization,3,8,Passives,Gym,Facility,Good,3
1689,Guest 01689,Female,10-06-2003,24-04-2020,Business,Organization,3,4,Detractors,Staff attitude,Staff,Very good,4
1690,Guest 01690,Female,23-02-1959,22-01-2021,Business,Organization,5,5,Detractors,Check-in Process,Staff,Excellent,5
1691,Guest 01691,Female,18-05-1982,21-05-2020,Vacation,Search engine,3,9,Promoters,Room service,Room,Excellent,5
1692,Guest 01692,Male,01-02-1958,24-08-2022,Function,Word of mouth,3,9,Promoters,Room cleanliness,Room,Poor,1
1693,Guest 01693,Female,11-04-1992,04-10-2021,Vacation,News paper,5,3,Detractors,Food quality,Restaurant,Poor,1
1694,Guest 01694,Female,07-04-2001,30-09-2020,Vacation,Search engine,2,7,Passives,Variety of food,Restaurant,Poor,1
1695,Guest 01695,Male,22-05-1982,10-08-2020,Business,Organization,3,9,Promoters,Broadband & TV,Facility,Excellent,5
1696,Guest 01696,Male,05-01-1986,21-11-2022,Vacation,Search engine,3,9,Promoters,Gym,Facility,Good,3
1697,Guest 01697,Female,27-06-1962,17-02-2021,Business,Organization,4,9,Promoters,Staff attitude,Staff,Very good,4
1698,Guest 01698,Female,04-07-1994,30-04-2021,Function,Television advertisement,5,6,Detractors,Check-in Process,Staff,Very good,4
1699,Guest 01699,Female,30-12-1979,10-05-2020,Business,Organization,2,7,Passives,Room service,Room,Average,2
1700,Guest 01700,Female,23-07-1976,09-07-2021,Business,Organization,1,4,Detractors,Room cleanliness,Room,Excellent,5
1701,Guest 01701,Male,20-11-1982,05-09-2021,Business,Organization,3,9,Promoters,Food quality,Restaurant,Very good,4
1702,Guest 01702,Male,11-08-1978,02-12-2022,Vacation,Word of mouth,3,4,Detractors,Variety of food,Restaurant,Average,2
1703,Guest 01703,Female,23-03-1974,28-12-2020,Other,Search engine,4,10,Promoters,Broadband & TV,Facility,Good,3
1704,Guest 01704,Male,13-03-1995,18-05-2021,Business,Organization,3,9,Promoters,Gym,Facility,Average,2
1705,Guest 01705,Male,09-06-2000,21-03-2021,Business,Organization,5,7,Passives,Staff attitude,Staff,Very good,4
1706,Guest 01706,Male,25-11-2001,13-08-2020,Vacation,Internet advertisement,4,8,Passives,Check-in Process,Staff,Average,2
1707,Guest 01707,Female,28-10-1989,25-11-2021,Function,Search engine,2,6,Detractors,Room service,Room,Good,3
1708,Guest 01708,Male,02-03-1980,26-02-2022,Other,Organization,3,8,Passives,Room cleanliness,Room,Excellent,5
1709,Guest 01709,Male,16-12-1982,15-12-2021,Vacation,Search engine,4,4,Detractors,Food quality,Restaurant,Excellent,5
1710,Guest 01710,Male,16-11-1958,10-01-2021,Other,hotel booking sites,2,9,Promoters,Variety of food,Restaurant,Poor,1
1711,Guest 01711,Female,02-04-1958,24-08-2021,Function,Organization,4,7,Passives,Broadband & TV,Facility,Excellent,5
1712,Guest 01712,Female,13-07-1986,27-07-2021,Vacation,Search engine,3,6,Detractors,Gym,Facility,Good,3
1713,Guest 01713,Female,10-01-1984,24-12-2021,Business,Organization,5,6,Detractors,Staff attitude,Staff,Very good,4
1714,Guest 01714,Female,17-05-1973,21-07-2021,Business,Organization,5,10,Promoters,Check-in Process,Staff,Excellent,5
1715,Guest 01715,Male,17-02-1979,16-07-2021,Business,Word of mouth,5,9,Promoters,Room service,Room,Very good,4
1716,Guest 01716,Male,29-06-1965,04-08-2021,Function,Television advertisement,4,9,Promoters,Room cleanliness,Room,Poor,1
1717,Guest 01717,Female,21-03-1955,17-02-2020,Vacation,hotel booking sites,5,9,Promoters,Food quality,Restaurant,Poor,1
1718,Guest 01718,Male,06-12-1999,31-08-2020,Vacation,Search engine,1,6,Detractors,Variety of food,Restaurant,Good,3
1719,Guest 01719,Male,05-11-1952,27-09-2022,Other,Search engine,3,9,Promoters,Broadband & TV,Facility,Good,3
1720,Guest 01720,Female,29-04-1994,13-01-2021,Vacation,hotel booking sites,5,8,Passives,Gym,Facility,Average,2
1721,Guest 01721,Male,03-02-1995,29-09-2021,Vacation,Internet advertisement,3,3,Detractors,Staff attitude,Staff,Very good,4
1722,Guest 01722,Female,20-08-1982,17-01-2021,Business,Word of mouth,5,10,Promoters,Check-in Process,Staff,Average,2
1723,Guest 01723,Female,21-06-1951,26-10-2022,Function,News paper,5,4,Detractors,Room service,Room,Average,2
1724,Guest 01724,Female,24-08-1995,04-06-2021,Business,Organization,1,9,Promoters,Room cleanliness,Room,Poor,1
1725,Guest 01725,Male,26-02-1989,20-09-2022,Vacation,hotel booking sites,1,7,Passives,Food quality,Restaurant,Very good,4
1726,Guest 01726,Female,30-08-1957,29-07-2020,Business,Organization,5,8,Passives,Variety of food,Restaurant,Poor,1
1727,Guest 01727,Female,11-11-1960,21-07-2021,Function,Organization,1,3,Detractors,Broadband & TV,Facility,Average,2
1728,Guest 01728,Male,08-02-1967,24-09-2020,Function,Television advertisement,2,10,Promoters,Gym,Facility,Very good,4
1729,Guest 01729,Female,23-09-2005,16-02-2020,Vacation,Search engine,3,9,Promoters,Staff attitude,Staff,Good,3
1730,Guest 01730,Male,04-05-1968,17-03-2021,Function,News paper,5,4,Detractors,Check-in Process,Staff,Excellent,5
1731,Guest 01731,Female,21-09-1978,29-10-2022,Business,Organization,5,4,Detractors,Room service,Room,Excellent,5
1732,Guest 01732,Female,19-07-1959,29-05-2022,Business,Organization,4,8,Passives,Room cleanliness,Room,Poor,1
1733,Guest 01733,Female,06-10-1995,15-02-2022,Business,Organization,5,6,Detractors,Food quality,Restaurant,Good,3
1734,Guest 01734,Female,18-06-1997,03-10-2021,Business,Internet advertisement,4,7,Passives,Variety of food,Restaurant,Poor,1
1735,Guest 01735,Male,02-05-1972,19-01-2022,Other,hotel booking sites,5,8,Passives,Broadband & TV,Facility,Average,2
1736,Guest 01736,Male,01-03-1951,14-11-2020,Business,Organization,2,9,Promoters,Gym,Facility,Good,3
1737,Guest 01737,Male,12-11-1984,27-06-2021,Function,Search engine,1,8,Passives,Staff attitude,Staff,Excellent,5
1738,Guest 01738,Male,09-02-1988,28-08-2021,Business,Organization,4,7,Passives,Check-in Process,Staff,Excellent,5
1739,Guest 01739,Female,05-02-1967,19-12-2022,Vacation,Internet advertisement,2,4,Detractors,Room service,Room,Good,3
1740,Guest 01740,Male,31-12-1993,19-12-2021,Vacation,Internet advertisement,5,6,Detractors,Room cleanliness,Room,Very good,4
1741,Guest 01741,Male,12-04-1953,23-08-2020,Vacation,hotel booking sites,5,9,Promoters,Food quality,Restaurant,Excellent,5
1742,Guest 01742,Female,08-04-2000,24-06-2021,Function,News paper,4,7,Passives,Variety of food,Restaurant,Average,2
1743,Guest 01743,Female,06-11-1983,27-06-2020,Vacation,Search engine,5,6,Detractors,Broadband & TV,Facility,Excellent,5
1744,Guest 01744,Male,05-08-2002,08-01-2021,Business,Organization,3,8,Passives,Gym,Facility,Excellent,5
1745,Guest 01745,Male,09-04-1966,18-08-2020,Function,Word of mouth,1,7,Passives,Staff attitude,Staff,Very good,4
1746,Guest 01746,Female,20-08-1998,02-01-2022,Other,Search engine,4,4,Detractors,Check-in Process,Staff,Excellent,5
1747,Guest 01747,Female,18-08-1968,09-10-2021,Business,Organization,5,7,Passives,Room service,Room,Good,3
1748,Guest 01748,Female,24-01-1962,23-10-2020,Vacation,Word of mouth,4,9,Promoters,Room cleanliness,Room,Very good,4
1749,Guest 01749,Female,13-12-1974,21-08-2020,Vacation,Internet advertisement,5,7,Passives,Food quality,Restaurant,Excellent,5
1750,Guest 01750,Male,18-01-1971,10-12-2022,Vacation,Search engine,2,9,Promoters,Variety of food,Restaurant,Good,3
1751,Guest 01751,Female,01-06-1981,11-09-2021,Vacation,hotel booking sites,3,4,Detractors,Broadband & TV,Facility,Poor,1
1752,Guest 01752,Male,27-10-1998,01-07-2021,Vacation,Search engine,5,9,Promoters,Gym,Facility,Poor,1
1753,Guest 01753,Female,08-04-1974,07-05-2022,Business,Organization,2,5,Detractors,Staff attitude,Staff,Very good,4
1754,Guest 01754,Female,04-05-1974,08-04-2020,Vacation,News paper,4,9,Promoters,Check-in Process,Staff,Excellent,5
1755,Guest 01755,Female,02-12-1959,27-01-2020,Vacation,hotel booking sites,5,7,Passives,Room service,Room,Excellent,5
1756,Guest 01756,Male,30-12-1990,10-09-2021,Business,Organization,5,7,Passives,Room cleanliness,Room,Excellent,5
1757,Guest 01757,Male,03-11-1995,27-11-2021,Vacation,Internet advertisement,5,9,Promoters,Food quality,Restaurant,Poor,1
1758,Guest 01758,Male,10-10-1969,02-02-2020,Function,Word of mouth,1,4,Detractors,Variety of food,Restaurant,Average,2
1759,Guest 01759,Male,10-11-1996,28-11-2022,Business,Organization,4,6,Detractors,Broadband & TV,Facility,Very good,4
1760,Guest 01760,Female,22-05-1992,01-02-2022,Vacation,News paper,5,9,Promoters,Gym,Facility,Excellent,5
1761,Guest 01761,Male,14-08-2006,20-10-2021,Business,Organization,3,9,Promoters,Staff attitude,Staff,Very good,4
1762,Guest 01762,Female,06-06-2006,05-03-2021,Vacation,hotel booking sites,3,7,Passives,Check-in Process,Staff,Excellent,5
